COD_ACTE,DT_MODIF,NOM_COURT
BBMA003,2024-11-04,rétabl. continuité des c.lacrymaux pr sténose +intub.
BBMA004,2024-11-04,rétabl. continuité des c.lacrymaux pr rupture +intub.
BBPA001,2024-11-04,incision/exérèse part. gld lacrymale
BBPA002,2024-11-04,incision des points +/- des c.lacrymaux
BBPA003,2024-11-04,incision sac lacrymal
BBQE900,2024-11-04,endos. des v.lacrym.
BBQH001,2024-11-04,lacrymo-dacryo-cystographie
AEPA002,2024-11-04,myélotomie commissurotomie/cordotomie spinale ab. post.
AEPA004,2024-11-04,libér. 1diastématomyélie ab. post.
AEPB001,2024-11-04,cordotomie spinale transcut.
AEQH001,2024-11-04,myélographie dorsale +/- lomb.
AEQH002,2024-11-04,myélographie cerv.
AEQM001,2024-11-04,écho moelle épin.
AFCA001,2024-11-04,dériv. 1cav. intraspinale/périspinale ds esp. subarachn ab. direct
AFCA002,2024-11-04,dériv. lombopérit. LCS subarachnoïdien rach. ab. direct
BFLA002,2024-11-04,insertion 1anneau contention intrasacculaire pdt 1extr. cristallin
BFLA003,2024-11-04,implant. IIre 1cristallin artif. suturé
BFLA004,2024-11-04,implant. IIre cristallin artif. sur 1oeil pseudophake
HLFA006,2024-11-04,trisegmentectomie hép. laparo
HLFA007,2024-11-04,hépatectomie gche élargie au lobe caudé laparo
HLFA008,2024-11-04,prélèv. 1gref. hép. tot. sujet DCD +hépatectomie réduc.
HLFA009,2024-11-04,bisegmentectomie hép. laparo
HLFA010,2024-11-04,hépatectomie ctr laparo
HLFA011,2024-11-04,lobectomie hép. gche laparo
HLFA012,2024-11-04,kystectomie/périkystectomie hép. laparo
HLFA014,2024-11-04,séquestrectomie hép. laparo
HLFA015,2024-11-04,prélèv. 1gref. hép. sujet vivant
HLFA016,2024-11-04,prélèv. 1gref. hép. tot. sujet DCD
HLFA017,2024-11-04,hépatectomie dte laparo
HLFA018,2024-11-04,hépatectomie gche laparo
HLFA019,2024-11-04,résec. atypique foie laparo
HLFA020,2024-11-04,unisegmentectomie hép. laparo
HLFC002,2024-11-04,lobectomie hép. gche coelio.
HLFC003,2024-11-04,résec. atypique foie coelio.
HLFC004,2024-11-04,unisegmentectomie hép. coelio.
HLFC027,2024-11-04,bisegmentectomie hép. coelio.
HLFC032,2024-11-04,trisegmentectomie hép. coelio.
HLFC037,2024-11-04,hépatectomie gche coelio.
ZBGA001,2024-11-04,abl. C.E intrathor. thor.tomie
ZBGC001,2024-11-04,abl. C.E intrathor. thor.scopie
ZBQA001,2024-11-04,explo. thor. +biopsie poumon thor.tomie
ZBQA002,2024-11-04,explo. thor. sans biopsie poumon thor.tomie
ZBQC001,2024-11-04,explo. thor. sans biopsie poumon thor.scopie
KCFA010,2024-11-04,thyroïdectomie part. cerv.tomie
KCFA011,2024-11-04,exérèse 1kyste tractus thyréoglosse
KCGA001,2024-11-04,énucléation nodule gld thyroïde cerv.tomie
KCHB001,2024-11-04,pct gld thyroïde transcut. sans guid
JDHE001,2024-11-04,biopsie vessie à anse coupante endos.
JDHE002,2024-11-04,biopsie vessie à pince endos.
JDHE003,2024-11-04,biopsie randomisée vessie endos.
JDJD002,2024-11-04,décaillotage vessie sonde v. ur.
JDJE001,2024-11-04,décaillotage vessie endos.
JDKD001,2024-11-04,changt 1sonde cystostomie
JDKD002,2024-11-04,changt 1sonde ur.vésic
JDLA001,2024-11-04,implant. vés. vecteur pr curiethér. interst. vessie laparo
JDLD002,2024-11-04,instillation vés. cathé. ur.
JDLD659,2024-11-04,"INST VÉSICALE AGENT PHARMACO. ANTIK + HYPERTH. RADIOFRQ, VOIE URÉTRALE"
JDLE332,2024-11-04,INJ. TOXINE BOTULIQUE DS MUSC. VÉS. URÉTROCYSTOSCOPIE
JHFA018,2024-11-04,exérèse lés. peau pénis gland +/- sillon balanopréputial +AG/ALR
JHFA019,2024-11-04,résec. 1hydrocèle abd.scrot laparo/ab. inguinal
JHFB001,2024-11-04,prélèv. sperm. pct transcut.
ZBQK002,2024-11-04,Rx thor.
NBPA015,2024-11-04,o.tomie simple unilat. fém +tibia +arthrodèse pied +correc. archi
NBPA016,2024-11-04,décortication fémur pr pseudarthrose
NBPA017,2024-11-04,o.tomie simple dist. fémur
NBPA018,2024-11-04,o.tomie unilat. valgisation-translation col F pr dysplasie cong.
NBPA019,2024-11-04,o.tomie artic. col F
NBPA020,2024-11-04,o.tomie intertrochantérienne/infratrochantérienne fémur
NBQK001,2024-11-04,Rx cuisse
NCCA001,2024-11-04,O.S frac. dist. tibia/des 2os jambe fixateur ext.
NCCA002,2024-11-04,O.S frac. diaphys. tibia à foyer ouv.
NCCA003,2024-11-04,O.S frac. épine tibia arthrotomie
NCCA004,2024-11-04,O.S frac. cplx pilon tibial à foyer ouv.
NCCA005,2024-11-04,O.S frac. mallléole tibia à foyer ouv.
NCCA006,2024-11-04,O.S frac. extraartic. prox. tibia à foyer ouv.
NCCA007,2024-11-04,O.S frac. artic. simple unicondylaire tibia à foyer ouv.
NCCA008,2024-11-04,O.S frac. simple pilon tibial à foyer ouv.
NCCA009,2024-11-04,O.S 1os/des 2os jambe pr lyse os à foyer ouv.
NCCA010,2024-11-04,O.S frac. diaphys. tibia fixateur ext.
NCCA011,2024-11-04,O.S frac. sup.malléol tibia à foyer ouv.
NCCA012,2024-11-04,O.S frac. dist. fibula à foyer ouv.
NCCA013,2024-11-04,O.S frac. cplx pilon tibial fixateur ext.
NCCA014,2024-11-04,O.S frac. diaphys. fibula à foyer ouv.
NCCA015,2024-11-04,O.S frac. triplane dist. tibia à foyer ouv.
NCCA016,2024-11-04,O.S frac. bimalléolaire simple à foyer ouv.
JMFA004,2024-11-04,vulvectomie tot. +curage inguinal +iliaq bilat.
LAPB047,2024-11-04,Dégagement + activation 8 implants dentaires chez adulte
LAPB122,2024-11-04,Dégagement + activation 10 implants dentaires chez adulte
LAPB288,2024-11-04,Dégagement + activation 11 implants dentaires et plus chez adulte
LAPB311,2024-11-04,Dégagement + activation 2 implants dentaires chez enfant
LAPB408,2024-11-04,Dégagement + activation 4 implants dentaires chez enfant
LAPB451,2024-11-04,Dégagement + activation 1 implant dentaire chez enfant
LAPB459,2024-11-04,Dégagement + activation 3 implants dentaires chez enfant
LAQK001,2024-11-04,téléRx crâne +face selon 2incidences
LAQK003,2024-11-04,Rx crâne +/- face selon 1/2incidences
LAQK004,2024-11-04,céphalométrie 2D
LAQK006,2024-11-04,analyse céphalométrique archi craniofac.
LAQK007,2024-11-04,céphalométrie 3D
LAQK008,2024-11-04,téléRx crâne +face selon 3incidences
LAQK010,2024-11-04,céphalométrie 2D +simul.
JCCA007,2024-11-04,dériv. urin. anast. urétéro-urétérale homolat. ab. direct
JCCA008,2024-11-04,dériv. urin. anast. urétéro-urétérale croisée ab. direct
JCCA009,2024-11-04,dériv. urine conduit rénovésical proth. sscut +néphrostomie
JCCA010,2024-11-04,dériv. urine conduit rénovésical proth. sscut sans néphrostomie
JCCA011,2024-11-04,urét.stom cut. transintestin +néoréservoir continent ab. direct
JCCA012,2024-11-04,anast. urét.col/urét.rect +réservoir détubulé ab. direct
JCCA013,2024-11-04,anast. urét.col/urét.rect directe ab. direct
JKFA029,2024-11-04,hystérect. part. +annexect. +suspens post. +cervicocystopexie laparo
JKFA030,2024-11-04,colpotrachélectomie élargie aux paramètres ab. vag.
JKFA031,2024-11-04,conisation col ut.
JKFA032,2024-11-04,hystérect. part. +annexectomie laparo
JDMA001,2024-11-04,entérocystoplastie agrandt anse détubulée laparo
JDMA002,2024-11-04,entérocystoplastie agrandt +réimplant. urét.vés bilat. laparo
JDMA003,2024-11-04,reconstr. col vés. laparo
JDNE001,2024-11-04,destruc. lés. vessie endos.
JDNM001,2024-11-04,lithotritie extracorporelle vessie
JDPA001,2024-11-04,myotomie corps vessie pr agrandt laparo
JDPA002,2024-11-04,cystotomie thérap. laparo
JDPE001,2024-11-04,incision collet divertic. vessie urétrocystoscopie
JDPE002,2024-11-04,incision cerv/cervicoprostatique endos.
JDQD001,2024-11-04,cystomano ur. +profilométrie ur.
JDQD002,2024-11-04,cystomano ur. profilo débit+EMG sphinct. aiguille
JDQD003,2024-11-04,cystomano ur. +press. rect/vag. +débitmétrie mictionnelle simultanée
JDQD004,2024-11-04,cystomano ur. mano rect.vag débitmétrie EMG périnée +R.sacraux
JDQD005,2024-11-04,cystomano ur.+mano rect.vag+débitmétrie+EMG périnée +R. sacraux +PES
NCCB001,2024-11-04,O.S frac. dist. tibia/2os jambe broche/vis +fixateur ext. foyer fermé
NCCB002,2024-11-04,O.S frac. prox. tibia/des 2os jambe à foyer fermé
NCCA017,2024-11-04,O.S frac. bimalléolaire cplx à foyer ouv.
NCCA018,2024-11-04,O.S frac. artic. cplx prox. tibia à foyer ouv.
NCCA019,2024-11-04,O.S frac. sup.malléol des 2os jambe à foyer ouv.
JAFA020,2024-11-04,prélèv. des 2reins pdt prélèv. multiorgane chez DCD
JAFA021,2024-11-04,néphrectomie élarg. +surrénalectomie thor.phréno.laparo
JAFA022,2024-11-04,néphrectomie élarg. +thrombectomie thor.phréno.laparo
JAFA023,2024-11-04,néphrectomie tot. unilat. laparo
LAPB006,2024-11-04,Dégagement + activation 6 implants dentaires chez adulte
LAPB007,2024-11-04,Dégagement + activation 7 implants dentaires chez adulte
LAPB030,2024-11-04,Dégagement + activation 9 implants dentaires chez adulte
NCCB006,2024-11-04,O.S frac. diaphys. tibia clou CM à verouillage à foyer fermé
NCCB007,2024-11-04,O.S frac. dist. tibia clou transplantaire
LACA004,2024-11-04,O.S frac. ant. sinus frontal ab. coronal
LACA005,2024-11-04,O.S frac. naso-ethmoïdo-maxillo-fronto-orbitaire ab. coronal
LACA006,2024-11-04,O.S frac. frontonasale à foyer ouv. ab. coronal
LACA007,2024-11-04,O.S frac. lat.fac mult. à foyer ouv. ab. facial
LACA008,2024-11-04,O.S frac. lat.fac mult. à foyer ouv. ab. coronal
LACA009,2024-11-04,O.S frac. front-n-maxil ab. facial +canthopexie
LACA010,2024-11-04,O.S frac. frontonasale à foyer ouv. ab. facial
LACA011,2024-11-04,O.S frac. front-n-maxil ab. coronal
LACA012,2024-11-04,O.S 1embarrure crâne
LACA013,2024-11-04,O.S frac. front-n-maxil ab. facial
LACA014,2024-11-04,O.S frac. bilat. ant. sinus frontal ab. coronal
LACA015,2024-11-04,O.S frac. bilat. ant. sinus frontal ab. facial
LACA016,2024-11-04,O.S frac. cranioorbitaire
LACA017,2024-11-04,O.S frac. cranioorbitaire +ferm. brèche ostéodurale
LACA018,2024-11-04,O.S frac. front-n-maxil ab. coronal +canthopexie
LACA019,2024-11-04,O.S frac. ant. sinus frontal ab. facial
LACA020,2024-11-04,O.S frac. craniofac.
LACB001,2024-11-04,O.S frac. maxil.nas à foyer fermé
LACB002,2024-11-04,O.S frac. malaire à foyer fermé
LACB003,2024-11-04,O.S frac. panfaciale instable app. à ancrage péricrânien à foyer fermé
LAEA001,2024-11-04,réduc. frac. bord supraorbitaire sans interposition ab. sourcilier
LAEA002,2024-11-04,avanct frontoorbitaire sans remodelage frontal craniot.
DGFA013,2024-11-04,résec.anast isthme aort. thor.tomie +dériv.
DGFA014,2024-11-04,résec.anast aort. desc thor.tomie +dériv.
DGFA015,2024-11-04,résec.anast aort. abdo/iliaq laparo
DGFA016,2024-11-04,résec.anast isthme aort. thor.tomie sans dériv. vasc. ni CEC >3ans
DGFA017,2024-11-04,résec.anast aort. desc thor.tomie +CEC
LAEA003,2024-11-04,réduc. frac. bord supraorbitaire +mat. +/- gref. ab. sourcilier
LAEA004,2024-11-04,avanct combiné front +face sans pose distracteur
LAEA006,2024-11-04,avanct frontoorbitaire +remodelage frontal craniot.
LAEA007,2024-11-04,réduc. frac. os nasal ab. direct
JJCC004,2024-11-04,anast tubotubaire unilat ou bilat coelio
JJEA001,2024-11-04,détorsion annexe laparo
JJEA002,2024-11-04,transposition bilat. ovaire laparo
HHFA025,2024-11-04,appendicectomie +toilette périt. péritonite c lio/laparo +prépa. C lio
JBMA001,2024-11-04,plastie bassinet +jonction pyélo-urétérale ab. direct
JBMC001,2024-11-04,plastie bassinet +jonction pyélo-urétérale coelio
JBNE004,2024-11-04,destruc. t. pyélique +/- calic. laser urét. néphroscopie
JAFA027,2024-11-04,binéphrectomie ab. lomb. vert.
JHMA008,2024-11-04,phalloplastie lambeau inguinal péd.
JHMB001,2024-11-04,création fistule spongiocaverneuse transcut.
DGFA018,2024-11-04,résec.anast isthme aort. thor.tomie +CEC
DGFA019,2024-11-04,résec.anast aort. desc thor.tomie sans dériv. vasc. ni CEC
ACFA008,2024-11-04,exérèse T.convexité cérébel. sans atteinte sinus vn dural craniot.
ACFA009,2024-11-04,exérèse T. pointe rocher ab. suprapétreux
ACFA010,2024-11-04,exérèse T. angle PC/méat CAI ab. rétrosigm.
ACFA011,2024-11-04,exérèse T. étage moy. base craniot.
ACFA012,2024-11-04,exérèse T. angle PC/méat CAI ab. suprapétreux
ACFA013,2024-11-04,exérèse T. 1/3int. étage moy. base angle sphénoorbit. craniot.
ACFA014,2024-11-04,exérèse T. angle pontocérébelleux +/- méat acoustique int. 2ab.
ACFA015,2024-11-04,exérèse T. étage ant. base craniot. frontale bilat.
ACFA016,2024-11-04,exérèse T. région pétroclivale sans déroutm nf facial ab. transpétreux
ACFA018,2024-11-04,exérèse T.convexité cérébel. envahissant 1sinus vn dural craniot.
ACFA019,2024-11-04,exérèse T. foramen magnum +déroutm art. vertéb. craniot.
ACFA020,2024-11-04,exérèse T. clivus ab. transbuccal/nasosphénoïdal
ACFA022,2024-11-04,exérèse T. région optochiasmatique +/- hypothal. craniot.
ACFA023,2024-11-04,exérèse T. foramen jug. craniot.
ACFA024,2024-11-04,exérèse T. foramen magnum sans déroutm art. vertéb. craniot.
ACFA025,2024-11-04,exérèse T. région pétroclivale +déroutm nf facial ab. transpétreux
ACFA026,2024-11-04,exérèse T. étage ant. base craniot. frontale bilat. +ab. ethmoïdal
ACFA027,2024-11-04,exérèse T. angle PC/méat CAI ab. transotique
ACFA028,2024-11-04,exérèse T.convexité envahissant 1sinus vn dural craniot.
ACFA029,2024-11-04,exérèse T. pointe rocher +déroutm nf facial ab. transpétreux
ACHA001,2024-11-04,biopsie lés. base ab. transbuccal/nasosphénoïdal
ACHA003,2024-11-04,biopsie lés. base endos. bucc/nasale
ACHB001,2024-11-04,biopsie lés. intracrân. stéréotax.
ACHH001,2024-11-04,pct lés. intracrân. transcut. guid scan
ACHJ001,2024-11-04,pct lés. intracrân. transcut. +guid remno
ACPA001,2024-11-04,libér. 1conflit vasc.nf intracrân. craniot.
ACQC001,2024-11-04,explo. intracrân. vidéochirurgie
ZBQC002,2024-11-04,explo. thor. +biopsie poumon thor.scopie
JHNP001,2024-11-04,destruc. lés. gland +/- prépuce pénis
JHPA001,2024-11-04,section/plastie frein prépuce pénis
JHPA002,2024-11-04,désenfouissement pénis fixation des fascias
JHPA003,2024-11-04,libér. adhér. prépuce pénis
JHQA001,2024-11-04,explo. contenu scrotal ab. inguinal
JHQA002,2024-11-04,explo. contenu scrotal sans biopsie ab. scrotal
JHQA003,2024-11-04,explo. contenu scrotal +biopsie ab. scrotal
JHQB001,2024-11-04,mesure rigidité pénis +inj. prod. vasoactif
JHQB002,2024-11-04,mesure pression-débit pct des corps cav. pénis
JHQH001,2024-11-04,cavernographie pct des corps cav. pénis
JHQL001,2024-11-04,scinti testicule +/- scinti pénis
JHQM001,2024-11-04,écho contenu des bourses
JHQM002,2024-11-04,écho pénis
JHQP001,2024-11-04,mesure nocturne tumescence +rigidité pénis
JHQP002,2024-11-04,péniscopie
JHQX004,2024-11-04,EXAM ANAPATH K PIÈCE ORCHIDECTOMIE PARTIELLE
JHQX005,2024-11-04,EXAM ANAPATH K PIÈCE ORCHIDECTOMIE TOTALE
JHQX007,2024-11-04,EXAM ANAPATH K PIÈCE AMPUTATION TOTALE PÉNIS
JHQX008,2024-11-04,EXAM ANAPATH K PIÈCE AMPUTATION PARTIELLE PÉNIS
JHSA001,2024-11-04,ligature section/résec. conduit déférent ab. scrotal
JHSA002,2024-11-04,ferm. fistule spongiocaverneuse pénis
JHSB001,2024-11-04,ligature section/résec. conduit déférent transcut.
JJCA001,2024-11-04,salpingonéostomie/fimbrioplastie laparo
JJCA002,2024-11-04,suture déchirure lig. large laparo
JJCA003,2024-11-04,anast tubotubaire unilat ou bilat laparo
JJCC001,2024-11-04,salpingonéostomie/fimbrioplastie coelio.
JJCC002,2024-11-04,microperforat unilat ou bilat ovaire pélycoscopie
JJCC003,2024-11-04,microperforat unilat ou bilat ovaire coelio
LMMA002,2024-11-04,cure bilat. H ing. +proth. ab. prépéritonéal unique
LMMA003,2024-11-04,réfection paroi lomb. sans proth.
LMMA004,2024-11-04,cure éventration postop ant. +proth. ab. direct
JKFA033,2024-11-04,myomectomie utérus abord vaginal
JKFC001,2024-11-04,myomectomie ut. +hystérotomie coelio.
JKFC002,2024-11-04,hystérect. part. coelio.
JKFC003,2024-11-04,hystérect. tot. +annexectomie coelio.
JKFC004,2024-11-04,myomectomie ut. sans hystérotomie coelio.
JJFA001,2024-11-04,salpingectomie pr G.E.U laparo
JJFA002,2024-11-04,résec. part. ovaire laparo
JJFA003,2024-11-04,ovariectomie unilat. laparo
JJFA004,2024-11-04,salpingoovariectomie laparo
BCHP001,2024-11-04,empreintes diag. sur conj. oculaire
BCLA001,2024-11-04,autohémothérapie/libér. adhérence s.conj après op. fistulisante
BCLB001,2024-11-04,inj. s.conj/subtenonienne
BCMA001,2024-11-04,conj.plast gref. conj/muq.
BCNP001,2024-11-04,destruc. lés. conj. agent phys.
BCPA001,2024-11-04,incision conj.
BCPA002,2024-11-04,libér. symblépharon +gref. conj/muq.
BCPA003,2024-11-04,désinsertion conj. oculaire au limbe +gref. muq.
BCPA004,2024-11-04,libér. symblépharon sans gref.
BCPA005,2024-11-04,désinsertion conj. oculaire au limbe sans gref.
BCQP001,2024-11-04,capillaroscopie conj.
BDCA001,2024-11-04,suture 1plaie non linéaire cornée
BDCA002,2024-11-04,sutures mult. cornée
BDCA003,2024-11-04,suture 1plaie linéaire non transfixiante cornée
BDCA004,2024-11-04,suture 1plaie linéaire transfixiante cornée
BDCB001,2024-11-04,microponctions méc. ant. cornée thérap.
BDEA002,2024-11-04,épikératophakie
BDFA001,2024-11-04,exérèse T. limbe cornée +gref. cornée
BDFA002,2024-11-04,kératectomie lamellaire
BDFA003,2024-11-04,exérèse T. limbe cornée sans gref. cornée
BDFA004,2024-11-04,excision fistule limbe cornée
BDFA006,2024-11-04,prélèv. cornée +collerette sclérale sur 1sujet dcd +proth.
BDFA007,2024-11-04,prélèv cornée+collerette sclére pdt prélèv multiorgane chez DCD+proth
BDFL001,2024-11-04,exérèse T. limbe cornée +implant. source Rx
BDFP001,2024-11-04,photokératectomie réfractive Laser excimère
BDFP002,2024-11-04,photokératectomie Laser excimère
BDFP003,2024-11-04,kératomileusis in situ Laser excimère
BDGA002,2024-11-04,abl. C.E prof. mult. cornée
HCQH001,2024-11-04,sialographie
HCQH002,2024-11-04,sialographie +scan. des gld salivaires
HCQL001,2024-11-04,scinti des gld salivaires
HCQM001,2024-11-04,écho des gld salivaires
HCQX004,2024-11-04,EXAM ANAPATH K PIÈCE EXÉRÈSE GLANDE SALIVAIRE
HCSA001,2024-11-04,ferm. fistule salivaire parenchymateuse/juxtaglandulaire
HDAA002,2024-11-04,véloplastie allongt +lambeau palatin
HDAA003,2024-11-04,plastie élargt hypopharynx
HJFA008,2024-11-04,résec. muq. 1prolapsus rectal +plicature ab périné
HJFA009,2024-11-04,résec. muq. 1prolapsus rectal +plicature +réduc. ab périné
HJFA010,2024-11-04,exérèse duplication rectum ab sacré
HJFA011,2024-11-04,résec. rect.sig dépassant Douglas sans rétabl. continuité laparo
NCCB003,2024-11-04,O.S 1os/des 2os jambe pr lyse os à foyer fermé
NCCB004,2024-11-04,O.S frac. diaphys. tibia clou CM à foyer fermé
NCCB005,2024-11-04,O.S frac. dist. 1os/des 2os jambe broche/vis à foyer fermé
JAHJ004,2024-11-04,pct des cav. rein transcut. +guid écho +mano pyélique sous perf.
JAHJ005,2024-11-04,pct des cav. rein transcut. +guid écho
JAHJ006,2024-11-04,biopsie rein sur 1cible transcut. +guid écho
JJFA005,2024-11-04,ovariectomie bilat. laparo
JJFA006,2024-11-04,exérèse reliquat embryonnaire lig. large laparo
JJFA007,2024-11-04,salpingectomie tot. laparo
JJFA008,2024-11-04,kystectomie ovarienne laparo
JJFA010,2024-11-04,kystectomie ovarienne transpariétale laparo +prépa. coelio.
JJFA050,2024-11-04,salpingoovariectomie ab. vag.
JJFC001,2024-11-04,salpingectomie pr G.E.U coelio.
JJFC002,2024-11-04,exérèse reliquat embryonnaire lig. large coelio.
JJFC003,2024-11-04,kystectomie ovarienne périt. coelio.
JJFC004,2024-11-04,résec. part. ovaire coelio.
JJFC006,2024-11-04,salpingectomie tot. coelio.
JJFC008,2024-11-04,ovariectomie unilat. coelio.
JJFC009,2024-11-04,ovariectomie bilat. coelio.
JJFC010,2024-11-04,salpingoovariectomie coelio.
JAFA024,2024-11-04,néphrectomie part. sans péd. vasc. lombot/ab. lomb. vert.
JAFA025,2024-11-04,néphrectomie élarg. +surrénalectomie +thrombectomie thor.phréno.laparo
JAFA026,2024-11-04,héminéphrectomie pr fusion rénale ab. direct
JCGE001,2024-11-04,abl. +/- fragmt calcul uret. pelv. urét.scopie rétrograde
